candidate_case_id,site,date,sampling_duration,pm_size_fraction,aqs_site_id,cmb_sample_id,epa_status,omni_status,epa_wood_smoke_ug_m3,epa_wood_smoke_se_ug_m3,omni_wood_smoke_ug_m3,omni_wood_smoke_se_ug_m3,omni_no2_fuel_oil_ug_m3,revised_omni_available,source_universe_identical,profile_choice_isolated,levoglucosan_sample_id,radiocarbon_sample_id,external_reference_same_sample,disposition,reason
fairbanks_state_building_2009-01-31,state_building,2009-01-31,24 hours,PM2.5,02-090-0010,not published,valid,valid,9.1,1.3,9.2,1.0,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-02-03,state_building,2009-02-03,24 hours,PM2.5,02-090-0010,not published,valid,valid,13.4,1.8,13.5,1.3,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-02-05,state_building,2009-02-05,24 hours,PM2.5,02-090-0010,not published,valid,valid,26.9,3.2,26.9,1.9,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-02-06,state_building,2009-02-06,24 hours,PM2.5,02-090-0010,not published,no_or_incomplete_cmb_dataset,no_or_incomplete_cmb_dataset,,,,,,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-02-07,state_building,2009-02-07,24 hours,PM2.5,02-090-0010,not published,valid,valid,22.7,2.8,13.1,2.4,14.3,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-02-09,state_building,2009-02-09,24 hours,PM2.5,02-090-0010,not published,valid,valid,8.5,1.2,5.8,1.1,4.1,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-02-12,state_building,2009-02-12,24 hours,PM2.5,02-090-0010,not published,valid,valid,12.5,1.8,13.3,1.2,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-02-15,state_building,2009-02-15,24 hours,PM2.5,02-090-0010,not published,valid,valid,14.6,2.4,18.1,1.6,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-02-18,state_building,2009-02-18,24 hours,PM2.5,02-090-0010,not published,valid,valid,16.5,4.3,13.9,1.3,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-02-21,state_building,2009-02-21,24 hours,PM2.5,02-090-0010,not published,valid,valid,11.7,1.6,11.6,1.1,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-02-24,state_building,2009-02-24,24 hours,PM2.5,02-090-0010,not published,valid,valid,9.1,2.1,7.0,1.5,7.9,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-02-27,state_building,2009-02-27,24 hours,PM2.5,02-090-0010,not published,valid,valid,4.7,1.4,2.0,0.8,2.9,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-03-02,state_building,2009-03-02,24 hours,PM2.5,02-090-0010,not published,valid,valid,6.7,1.8,5.9,1.3,6.6,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-03-05,state_building,2009-03-05,24 hours,PM2.5,02-090-0010,not published,mass_too_small_for_cmb,mass_too_small_for_cmb,,,,,,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-03-08,state_building,2009-03-08,24 hours,PM2.5,02-090-0010,not published,valid,valid,6.5,0.9,6.3,0.8,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-03-11,state_building,2009-03-11,24 hours,PM2.5,02-090-0010,not published,valid,valid,9.8,1.4,8.5,1.3,4.1,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-03-14,state_building,2009-03-14,24 hours,PM2.5,02-090-0010,not published,valid,valid,10.2,1.3,4.3,1.3,7.9,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-03-17,state_building,2009-03-17,24 hours,PM2.5,02-090-0010,not published,valid,valid,6.4,1.0,6.6,0.8,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-03-20,state_building,2009-03-20,24 hours,PM2.5,02-090-0010,not published,no_or_incomplete_cmb_dataset,no_or_incomplete_cmb_dataset,,,,,,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-03-23,state_building,2009-03-23,24 hours,PM2.5,02-090-0010,not published,valid,valid,6.0,0.9,6.2,0.7,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-03-26,state_building,2009-03-26,24 hours,PM2.5,02-090-0010,not published,no_or_incomplete_cmb_dataset,no_or_incomplete_cmb_dataset,,,,,,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-03-29,state_building,2009-03-29,24 hours,PM2.5,02-090-0010,not published,valid,valid,5.4,0.9,6.7,0.8,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-04-01,state_building,2009-04-01,24 hours,PM2.5,02-090-0010,not published,valid,valid,6.6,1.0,3.4,1.3,3.7,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-04-04,state_building,2009-04-04,24 hours,PM2.5,02-090-0010,not published,valid,valid,5.7,0.9,1.4,0.7,3.9,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-04-07,state_building,2009-04-07,24 hours,PM2.5,02-090-0010,not published,valid,valid,6.8,0.9,2.8,1.0,5.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
